edgeID,startNode,endNode
BREST00202_BHALL00802,BREST00202,BHALL00802
BHALL01702_BDEPT00702,BHALL01702,BDEPT00702
DSTAI00602_DHALL03702,DSTAI00602,DHALL03702
GHALL01003_GDEPT00403,GHALL01003,GDEPT00403
MDEPT00325_LHALL01403,MDEPT00325,LHALL01403
GHALL01002_GDEPT00702,GHALL01002,GDEPT00702
MDEPT00326_LHALL01303,MDEPT00326,LHALL01303
GHALL01001_GHALL00901,GHALL01001,GHALL00901
DHALL04302_DHALL03402,DHALL04302,DHALL03402
NHALL01704_LHALL00404,NHALL01704,LHALL00404
NHALL01704_NDEPT00604,NHALL01704,NDEPT00604
MDEPT00320_LHALL01603,MDEPT00320,LHALL01603
EHALL03501_EHALL03101,EHALL03501,EHALL03101
NSERV00404_NHALL01104,NSERV00404,NHALL01104
MHALL00321_LHALL01903,MHALL00321,LHALL01903
MHALL00321_MELEV00322,MHALL00321,MELEV00322
MHALL00321_MHALL00318,MHALL00321,MHALL00318
HHALL01303_HHALL01203,HHALL01303,HHALL01203
PHALL00505_LHALL00205,PHALL00505,LHALL00205
PHALL00505_PDEPT00205,PHALL00505,PDEPT00205
PHALL00505_PHALL00405,PHALL00505,PHALL00405
MHALL00329_LHALL01903,MHALL00329,LHALL01903
MHALL00329_MDEPT00327,MHALL00329,MDEPT00327
MHALL00329_MHALL00328,MHALL00329,MHALL00328
MHALL00328_MHALL00317,MHALL00328,MHALL00317
HLABS00103_HHALL00203,HLABS00103,HHALL00203
LSERV00502_LHALL00102,LSERV00502,LHALL00102
GHALL02102_GHALL02002,GHALL02102,GHALL02002
GHALL02101_GHALL00301,GHALL02101,GHALL00301
DHALL03002_DHALL02902,DHALL03002,DHALL02902
NHALL02804_NHALL02704,NHALL02804,NHALL02704
CHALL008L1_CDEPT004L1,CHALL008L1,CDEPT004L1
CHALL008L1_CHALL007L1,CHALL008L1,CHALL007L1
EHALL02401_EHALL01401,EHALL02401,EHALL01401
CHALL008L2_CHALL007L2,CHALL008L2,CHALL007L2
GRETL03501_GHALL03401,GRETL03501,GHALL03401
WELEV00HL1_CCONF002L1,WELEV00HL1,CCONF002L1
WELEV00HL1_CHALL004L1,WELEV00HL1,CHALL004L1
WELEV00HL1_WELEV00H01,WELEV00HL1,WELEV00H01
WELEV00HL1_WELEV00H02,WELEV00HL1,WELEV00H02
WELEV00HL1_WELEV00H03,WELEV00HL1,WELEV00H03
PELEV00305_LELEV00Z02,PELEV00305,LELEV00Z02
PELEV00305_MELEV00308,PELEV00305,MELEV00308
PELEV00305_NELEV00Z04,PELEV00305,NELEV00Z04
NREST00204_LHALL00504,NREST00204,LHALL00504
KHALL01501_KELEV00X01,KHALL01501,KELEV00X01
KHALL01501_KHALL00701,KHALL01501,KHALL00701
LHALL00902_LDEPT00902,LHALL00902,LDEPT00902
LHALL00902_LHALL00802,LHALL00902,LHALL00802
LHALL00903_LHALL00803,LHALL00903,LHALL00803
EHALL01301_EHALL01201,EHALL01301,EHALL01201
CREST002L1_CHALL006L1,CREST002L1,CHALL006L1
CREST002L1_CLABS001L1,CREST002L1,CLABS001L1
MHALL00309_LHALL00303,MHALL00309,LHALL00303
MHALL00309_MHALL00306,MHALL00309,MHALL00306
MHALL00306_LKIOS00103,MHALL00306,LKIOS00103
MHALL00306_MELEV00307,MHALL00306,MELEV00307
MHALL00306_MELEV00308,MHALL00306,MELEV00308
PHALL02705_PELEV00205,PHALL02705,PELEV00205
PHALL02705_PHALL02605,PHALL02705,PHALL02605
KLABS00301_KHALL02201,KLABS00301,KHALL02201
LRETL00101_KDEPT00701,LRETL00101,KDEPT00701
LRETL00102_LHALL01602,LRETL00102,LHALL01602
BHALL02802_BHALL02702,BHALL02802,BHALL02702
MELEV00322_KELEV00X01,MELEV00322,KELEV00X01
MELEV00322_LELEV00X02,MELEV00322,LELEV00X02
DHALL05602_DHALL05502,DHALL05602,DHALL05502
NHALL00804_LHALL00204,NHALL00804,LHALL00204
NHALL00804_NELEV00Y04,NHALL00804,NELEV00Y04
NHALL00804_NELEV00Z04,NHALL00804,NELEV00Z04
NHALL00804_NHALL00704,NHALL00804,NHALL00704
DHALL01002_DHALL00902,DHALL01002,DHALL00902
KHALL00601_KHALL00501,KHALL00601,KHALL00501
PHALL01405_PCONF00305,PHALL01405,PCONF00305
PHALL01405_PDEPT00505,PHALL01405,PDEPT00505
PHALL01405_PHALL01305,PHALL01405,PHALL01305
HHALL00402_HHALL00102,HHALL00402,HHALL00102
NELEV00Z04_LELEV00Z02,NELEV00Z04,LELEV00Z02
NELEV00Z04_MELEV00308,NELEV00Z04,MELEV00308
NSERV01304_NHALL03304,NSERV01304,NHALL03304
HHALL00403_HHALL00303,HHALL00403,HHALL00303
BSTAI00902_BREST00302,BSTAI00902,BREST00302
BHALL01502_BHALL00702,BHALL01502,BHALL00702
GHALL01202_GHALL01002,GHALL01202,GHALL01002
GHALL01202_GHALL01102,GHALL01202,GHALL01102
FHALL00901_FHALL00801,FHALL00901,FHALL00801
DSTAI00402_DHALL02902,DSTAI00402,DHALL02902
DHALL04502_DHALL04402,DHALL04502,DHALL04402
NHALL01904_LHALL00504,NHALL01904,LHALL00504
NHALL01904_NHALL01804,NHALL01904,NHALL01804
EREST00201_EHALL02501,EREST00201,EHALL02501
KREST00201_KHALL00801,KREST00201,KHALL00801
PHALL00305_PHALL00205,PHALL00305,PHALL00205
NSERV00204_NHALL00704,NSERV00204,NHALL00704
HHALL01503_HBATH00203,HHALL01503,HBATH00203
HHALL01503_HHALL00603,HHALL01503,HHALL00603
HHALL01503_HHALL01403,HHALL01503,HHALL01403
WELEV00K02_BHALL00302,WELEV00K02,BHALL00302
WELEV00K02_BSTAI01002,WELEV00K02,BSTAI01002
WELEV00K02_WELEV00K01,WELEV00K02,WELEV00K01
WELEV00K03_IHALL01203,WELEV00K03,IHALL01203
WELEV00K03_WELEV00K01,WELEV00K03,WELEV00K01
WELEV00K03_WELEV00K02,WELEV00K03,WELEV00K02
WELEV00K01_EHALL00301,WELEV00K01,EHALL00301
GHALL02302_GHALL02102,GHALL02302,GHALL02102
GHALL02302_GHALL02202,GHALL02302,GHALL02202
GHALL03401_GHALL03301,GHALL03401,GHALL03301
GHALL03402_GHALL02902,GHALL03402,GHALL02902
GHALL03402_GHALL03302,GHALL03402,GHALL03302
DHALL03202_DHALL03002,DHALL03202,DHALL03002
MHALL00335_LHALL00503,MHALL00335,LHALL00503
MHALL00334_MHALL00333,MHALL00334,MHALL00333
CHALL006L2_CHALL005L2,CHALL006L2,CHALL005L2
MHALL00333_MHALL00332,MHALL00333,MHALL00332
WELEV00M02_HHALL00902,WELEV00M02,HHALL00902
WELEV00M02_HHALL01002,WELEV00M02,HHALL01002
WELEV00M02_WELEV00M01,WELEV00M02,WELEV00M01
MHALL00332_MHALL00331,MHALL00332,MHALL00331
WELEV00M03_HHALL00503,WELEV00M03,HHALL00503
WELEV00M03_WELEV00M01,WELEV00M03,WELEV00M01
WELEV00M03_WELEV00M02,WELEV00M03,WELEV00M02
MHALL00331_LHALL01703,MHALL00331,LHALL01703
MHALL00339_LHALL00503,MHALL00339,LHALL00503
MHALL00336_LHALL00603,MHALL00336,LHALL00603
MHALL00336_MHALL00335,MHALL00336,MHALL00335
MELEV00307_KELEV00Y01,MELEV00307,KELEV00Y01
MELEV00308_LELEV00Z02,MELEV00308,LELEV00Z02
BHALL03702_BHALL00902,BHALL03702,BHALL00902
BHALL03702_BHALL03602,BHALL03702,BHALL03602
GSTAI02802_GHALL02902,GSTAI02802,GHALL02902
GSTAI02802_GHALL03202,GSTAI02802,GHALL03202
GSTAI02802_GSTAI00501,GSTAI02802,GSTAI00501
LSTAI00102_KSTAI00301,LSTAI00102,KSTAI00301
LSTAI00102_LHALL02002,LSTAI00102,LHALL02002
CLABS005L1_CHALL003L1,CLABS005L1,CHALL003L1
KHALL01701_KHALL00801,KHALL01701,KHALL00801
KHALL01701_KHALL00901,KHALL01701,KHALL00901
DHALL02102_DHALL02002,DHALL02102,DHALL02002
WELEV00JL1_CHALL011L1,WELEV00JL1,CHALL011L1
WELEV00JL1_WELEV00J01,WELEV00JL1,WELEV00J01
WELEV00JL1_WELEV00J02,WELEV00JL1,WELEV00J02
WELEV00JL1_WELEV00J03,WELEV00JL1,WELEV00J03
PHALL02505_PDEPT01505,PHALL02505,PDEPT01505
WELEV00JL2_CHALL001L2,WELEV00JL2,CHALL001L2
WELEV00JL2_WELEV00J01,WELEV00JL2,WELEV00J01
WELEV00JL2_WELEV00J02,WELEV00JL2,WELEV00J02
WELEV00JL2_WELEV00J03,WELEV00JL2,WELEV00J03
WELEV00JL2_WELEV00JL1,WELEV00JL2,WELEV00JL1
EHALL01501_EHALL01101,EHALL01501,EHALL01101
MHALL00342_MHALL00341,MHALL00342,MHALL00341
MHALL00341_MHALL00340,MHALL00341,MHALL00340
KSERV00201_KHALL02301,KSERV00201,KHALL02301
MHALL00340_MHALL00339,MHALL00340,MHALL00339
CREST004L1_CHALL004L1,CREST004L1,CHALL004L1
CREST004L1_CLABS005L1,CREST004L1,CLABS005L1
BHALL02602_BHALL01402,BHALL02602,BHALL01402
BHALL02602_BHALL02502,BHALL02602,BHALL02502
KLABS00501_KHALL00601,KLABS00501,KHALL00601
